education_level,experience,location,job_title,age,gender,salary
Bachelor's,9,Suburban,Marketing Executive,51,Female,48212
High School,5,Urban,Director,33,Male,120000
Bachelor's,30,Suburban,Data Scientist,57,Male,190000
High School,3,Rural,Data Analyst,30,Female,46920
Bachelor's,27,Rural,Data Analyst,55,Male,119850
Master's,16,Rural,Customer Support,29,Female,42075
High School,15,Suburban,Software Engineer,23,Male,93100
Master's,6,Urban,Product Manager,59,Male,135850
High School,25,Urban,Customer Support,57,Male,45000
PhD,22,Urban,Data Analyst,48,Female,157500
Bachelor's,16,Rural,Clerk,35,Female,30600
High School,20,Suburban,Data Scientist,55,Male,121600
PhD,13,Rural,Software Engineer,37,Male,122718
Bachelor's,26,Suburban,Clerk,45,Female,43700
High School,26,Urban,Data Analyst,51,Male,110399
Master's,17,Rural,Technician,58,Male,51892
Master's,6,Rural,Product Manager,52,Female,115472
Bachelor's,9,Rural,Marketing Executive,46,Male,43137
PhD,20,Suburban,Product Manager,57,Male,225625
PhD,19,Suburban,Data Scientist,39,Male,185250
Bachelor's,29,Urban,Customer Support,22,Female,61250
High School,10,Urban,HR Manager,56,Female,66000
Bachelor's,8,Suburban,Data Scientist,25,Female,106400
High School,14,Urban,Technician,58,Male,40800
Master's,12,Urban,Software Engineer,23,Male,123200
PhD,4,Urban,Technician,25,Male,45000
Bachelor's,24,Suburban,Product Manager,52,Male,198550
High School,12,Urban,Director,31,Male,153600
Bachelor's,17,Rural,Data Analyst,38,Female,94350
Master's,16,Urban,Customer Support,39,Male,49500
High School,24,Rural,Data Analyst,43,Female,89760
PhD,11,Rural,Data Scientist,46,Male,131750
High School,14,Rural,Customer Support,22,Male,28900
Master's,15,Urban,Software Engineer,60,Male,134750
High School,0,Suburban,Clerk,26,Female,15200
Bachelor's,21,Suburban,Technician,37,Female,58424
Bachelor's,21,Suburban,HR Manager,37,Male,107112
Master's,10,Rural,Software Engineer,50,Male,98175
High School,8,Urban,Director,24,Female,134400
PhD,3,Rural,Clerk,28,Male,24437
PhD,13,Suburban,Product Manager,53,Female,186140
High School,9,Urban,Software Engineer,50,Male,81200
Master's,26,Urban,Software Engineer,35,Male,177100
Master's,15,Rural,Technician,55,Female,49087
Bachelor's,28,Urban,Technician,54,Female,72000
PhD,17,Rural,Data Scientist,36,Male,157250
Master's,11,Rural,Software Engineer,50,Male,101447
Bachelor's,24,Suburban,Software Engineer,42,Male,146300
PhD,25,Rural,Clerk,53,Female,47812
Master's,10,Urban,Clerk,33,Female,33000
High School,26,Suburban,HR Manager,49,Female,96139
Bachelor's,24,Urban,Clerk,52,Female,44000
PhD,19,Suburban,Customer Support,28,Male,57890
High School,28,Urban,Marketing Executive,36,Female,67200
Master's,14,Suburban,Customer Support,23,Female,44412
Bachelor's,26,Rural,Data Scientist,25,Female,156400
PhD,1,Urban,Customer Support,56,Female,32812
Bachelor's,23,Rural,HR Manager,26,Female,100512
Master's,30,Rural,Marketing Executive,25,Female,81812
High School,4,Urban,HR Manager,47,Male,52800
Bachelor's,21,Rural,Data Scientist,35,Female,139400
Master's,22,Suburban,Marketing Executive,32,Female,76807
Master's,25,Rural,Clerk,34,Female,42075
High School,24,Urban,Marketing Executive,42,Male,61600
Bachelor's,22,Rural,Data Analyst,41,Female,107100
High School,16,Suburban,Data Scientist,50,Male,109440
PhD,16,Urban,Customer Support,33,Male,56250
Bachelor's,15,Suburban,Data Analyst,22,Male,99750
High School,11,Urban,Marketing Executive,31,Female,43400
Bachelor's,3,Urban,HR Manager,56,Male,63249
High School,2,Rural,Data Scientist,22,Male,59840
PhD,29,Rural,Customer Support,51,Female,65078
High School,19,Rural,Data Analyst,21,Female,79560
Master's,21,Rural,Customer Support,31,Female,47918
High School,27,Suburban,Software Engineer,40,Female,125020
Bachelor's,6,Suburban,Customer Support,34,Male,30875
High School,1,Urban,Clerk,35,Male,16800
Master's,21,Suburban,Clerk,56,Male,42844
Master's,7,Rural,Customer Support,29,Female,31556
PhD,21,Urban,Clerk,49,Female,51249
Bachelor's,25,Urban,Product Manager,44,Male,213750
Master's,9,Urban,Director,27,Female,191400
High School,19,Urban,Data Analyst,56,Female,93600
Bachelor's,20,Rural,Software Engineer,46,Female,119000
Bachelor's,17,Urban,Product Manager,45,Female,175750
Master's,21,Urban,Product Manager,27,Male,214225
Master's,24,Urban,Data Scientist,28,Female,193600
High School,27,Urban,HR Manager,43,Male,103400
High School,8,Suburban,Director,35,Female,127679
PhD,0,Suburban,Data Analyst,32,Female,71250
PhD,30,Suburban,Customer Support,31,Male,74218
Bachelor's,12,Urban,Director,44,Female,192000
PhD,29,Suburban,Software Engineer,35,Male,203656
High School,22,Rural,Product Manager,21,Female,135660
High School,15,Suburban,Director,45,Female,159600
Master's,2,Rural,Director,43,Male,123420
PhD,19,Urban,Customer Support,41,Male,60937
Bachelor's,25,Urban,Customer Support,24,Male,56250
Master's,28,Rural,Data Analyst,40,Female,134640
PhD,19,Rural,Marketing Executive,42,Male,72515
Bachelor's,8,Urban,HR Manager,37,Female,77000
High School,28,Rural,Director,47,Male,195840
High School,22,Urban,Marketing Executive,58,Male,58800
Master's,9,Urban,Clerk,31,Male,31900
Bachelor's,21,Rural,HR Manager,41,Female,95837
Bachelor's,13,Urban,Software Engineer,44,Male,115500
Bachelor's,5,Suburban,Technician,57,Male,35625
Master's,1,Suburban,Technician,23,Male,32917
High School,25,Suburban,Customer Support,42,Female,42750
Master's,8,Suburban,Technician,56,Male,43890
High School,10,Suburban,Data Analyst,48,Male,68400
Bachelor's,30,Suburban,Clerk,44,Female,47500
Bachelor's,3,Rural,Customer Support,29,Male,24437
High School,26,Urban,Software Engineer,27,Male,128799
PhD,27,Urban,Technician,43,Female,88125
PhD,14,Rural,Director,48,Male,216750
PhD,19,Suburban,Software Engineer,47,Female,162093
Master's,21,Suburban,HR Manager,36,Male,117823
High School,17,Urban,HR Manager,42,Male,81400
PhD,15,Rural,Data Analyst,38,Male,111562
Master's,23,Rural,HR Manager,39,Female,110563
High School,30,Urban,Technician,56,Female,60000
High School,11,Rural,Director,21,Male,126480
PhD,8,Suburban,Clerk,57,Female,33250
PhD,8,Rural,Data Analyst,39,Female,89250
High School,25,Urban,Marketing Executive,22,Female,63000
Master's,8,Urban,HR Manager,58,Male,84700
PhD,3,Urban,Clerk,31,Female,28749
Bachelor's,11,Urban,Director,59,Female,186000
PhD,26,Urban,Clerk,29,Female,57499
High School,7,Rural,Clerk,30,Male,18360
Master's,30,Rural,Software Engineer,34,Female,163625
Master's,9,Urban,Marketing Executive,26,Female,55825
Master's,6,Suburban,Data Scientist,40,Female,108680
High School,30,Suburban,Clerk,33,Female,38000
Master's,4,Suburban,Director,46,Male,150480
PhD,22,Rural,Product Manager,24,Female,211968
Master's,4,Suburban,Product Manager,55,Male,119130
High School,6,Rural,Product Manager,43,Male,83980
PhD,23,Rural,Marketing Executive,52,Female,79953
Bachelor's,23,Rural,Software Engineer,58,Male,127925
High School,18,Urban,Product Manager,30,Male,144400
Bachelor's,19,Suburban,Director,51,Female,222300
Bachelor's,11,Rural,Software Engineer,22,Male,92225
High School,1,Urban,Data Analyst,35,Female,50400
PhD,7,Rural,HR Manager,52,Male,78890
Bachelor's,9,Urban,Marketing Executive,36,Female,50750
Bachelor's,23,Urban,Marketing Executive,36,Male,75250
Bachelor's,5,Rural,Software Engineer,60,Male,74375
High School,21,Rural,Clerk,41,Male,27879
High School,9,Suburban,Clerk,47,Male,22040
PhD,4,Suburban,Data Scientist,52,Male,114000
PhD,16,Urban,Clerk,31,Male,45000
High School,7,Urban,Software Engineer,48,Female,75600
High School,26,Suburban,Marketing Executive,39,Female,61179
Bachelor's,24,Urban,HR Manager,25,Female,121000
PhD,19,Suburban,Director,45,Female,277875
PhD,17,Suburban,Director,31,Female,263625
Master's,10,Suburban,Customer Support,53,Male,39187
Master's,26,Suburban,Data Scientist,28,Female,192279
PhD,12,Urban,Data Analyst,48,Male,120000
Bachelor's,3,Suburban,Data Scientist,42,Male,87400
Bachelor's,9,Rural,Clerk,48,Male,24650
High School,4,Rural,Clerk,42,Female,16320
Bachelor's,5,Rural,Clerk,37,Female,21250
PhD,6,Suburban,Data Scientist,32,Male,123500
Master's,17,Rural,Data Analyst,32,Female,103785
Master's,29,Rural,Clerk,28,Male,45815
Bachelor's,4,Urban,Technician,41,Male,36000
High School,5,Rural,HR Manager,50,Female,46750
PhD,8,Suburban,Software Engineer,46,Male,116374
PhD,29,Urban,Marketing Executive,31,Female,107187
High School,26,Rural,Director,43,Female,187680
Master's,24,Suburban,Data Analyst,57,Male,137940
Bachelor's,8,Rural,Director,43,Female,142800
High School,25,Suburban,Clerk,34,Male,34200
Bachelor's,20,Rural,HR Manager,36,Male,93500
PhD,12,Urban,Data Analyst,38,Male,120000
Bachelor's,4,Suburban,HR Manager,28,Female,62700
High School,16,Suburban,Software Engineer,34,Male,95760
Master's,15,Rural,Product Manager,21,Female,155443
PhD,7,Urban,Marketing Executive,43,Female,59062
High School,16,Suburban,Marketing Executive,45,Male,47880
Master's,26,Rural,Software Engineer,30,Male,150535
High School,28,Suburban,Customer Support,35,Male,45600
Master's,8,Rural,Software Engineer,44,Male,91630
Master's,0,Urban,Clerk,49,Male,22000
High School,3,Rural,HR Manager,49,Female,43010
High School,2,Urban,Data Analyst,42,Female,52800
High School,3,Suburban,Marketing Executive,21,Male,30589
Bachelor's,24,Suburban,Software Engineer,60,Female,146300
PhD,12,Rural,Technician,35,Male,51000
PhD,15,Urban,Data Scientist,22,Female,175000
High School,14,Suburban,Product Manager,59,Male,122740
PhD,30,Rural,Data Analyst,38,Female,159375
PhD,14,Urban,Marketing Executive,40,Male,74375
High School,29,Urban,Clerk,57,Female,39200
Bachelor's,12,Rural,Clerk,48,Male,27200
Bachelor's,28,Rural,Data Scientist,43,Male,163200
High School,25,Suburban,Technician,31,Female,51300
PhD,22,Suburban,Technician,52,Male,74812
Master's,5,Urban,Technician,57,Male,41250
PhD,9,Urban,Director,41,Female,217500
Master's,27,Suburban,Data Analyst,32,Male,147345
Master's,20,Urban,Product Manager,23,Female,209000
PhD,24,Suburban,Marketing Executive,49,Male,91437
PhD,11,Suburban,Data Scientist,32,Male,147250
High School,7,Suburban,Software Engineer,24,Male,71820
Master's,12,Suburban,Director,55,Male,200640
PhD,27,Rural,Clerk,49,Male,49937
Master's,30,Suburban,Customer Support,46,Female,65312
Bachelor's,23,Suburban,Marketing Executive,43,Female,71487
Master's,16,Urban,Software Engineer,40,Female,138600
High School,7,Suburban,Customer Support,22,Male,25650
High School,5,Urban,Director,35,Female,120000
Bachelor's,21,Urban,Customer Support,56,Female,51249
Bachelor's,2,Urban,Marketing Executive,45,Female,38500
Bachelor's,14,Rural,HR Manager,42,Female,79475
PhD,13,Rural,Director,32,Male,210375
Bachelor's,24,Rural,Data Analyst,29,Female,112200
Bachelor's,15,Suburban,Director,22,Male,199500
High School,26,Suburban,Software Engineer,51,Male,122359
High School,16,Urban,HR Manager,50,Female,79200
Master's,1,Suburban,Software Engineer,54,Female,76807
PhD,17,Rural,Director,21,Male,235875
Master's,21,Rural,Data Analyst,35,Male,115004
Bachelor's,23,Suburban,Data Scientist,45,Female,163400
Master's,27,Rural,Data Analyst,48,Male,131835
PhD,7,Urban,HR Manager,40,Female,92812
PhD,27,Suburban,Marketing Executive,60,Female,97671
Master's,3,Suburban,Marketing Executive,31,Male,42061
High School,19,Urban,Director,56,Male,187200
Master's,16,Suburban,Data Scientist,55,Male,150480
Bachelor's,25,Urban,Data Scientist,32,Male,180000
Bachelor's,22,Rural,Customer Support,23,Female,44625
Bachelor's,6,Suburban,Data Analyst,51,Male,74100
High School,29,Rural,Marketing Executive,25,Male,58310
PhD,28,Suburban,Software Engineer,25,Female,199500
High School,15,Rural,Customer Support,26,Female,29750
High School,28,Suburban,Marketing Executive,50,Male,63840
PhD,8,Rural,HR Manager,34,Male,81812
PhD,13,Rural,Clerk,46,Female,35062
High School,19,Urban,Product Manager,39,Female,148200
High School,24,Rural,Data Analyst,49,Female,89760
PhD,7,Suburban,Marketing Executive,44,Female,56109
PhD,19,Suburban,Data Scientist,29,Female,185250
High School,14,Suburban,Data Scientist,44,Female,103360
High School,2,Urban,Marketing Executive,54,Female,30800
PhD,8,Urban,Clerk,36,Male,35000
Bachelor's,28,Urban,Clerk,39,Female,48000
Bachelor's,23,Suburban,Data Analyst,38,Female,122550
Bachelor's,5,Rural,HR Manager,50,Male,58437
Master's,4,Suburban,HR Manager,28,Male,68970
Bachelor's,20,Rural,Data Scientist,59,Female,136000
High School,11,Suburban,Technician,30,Male,35340
Master's,20,Rural,Data Analyst,35,Female,112200
PhD,30,Rural,HR Manager,45,Female,146093
PhD,18,Rural,Product Manager,22,Female,191781
Master's,23,Suburban,HR Manager,31,Female,123571
PhD,29,Urban,Technician,40,Male,91875
Master's,4,Rural,Marketing Executive,34,Female,39270
Bachelor's,24,Rural,Director,42,Male,224400
PhD,15,Rural,Software Engineer,40,Female,130156
Master's,17,Rural,Technician,56,Male,51892
PhD,7,Suburban,HR Manager,55,Male,88171
High School,24,Rural,HR Manager,23,Female,82280
Bachelor's,14,Suburban,Software Engineer,32,Female,113050
PhD,15,Rural,HR Manager,41,Male,102265
Bachelor's,4,Urban,Customer Support,41,Female,30000
High School,6,Rural,HR Manager,30,Female,48620
Master's,1,Rural,Technician,59,Male,29452
Master's,7,Rural,HR Manager,42,Male,69423
Master's,24,Suburban,Marketing Executive,24,Female,80465
Bachelor's,14,Suburban,Director,42,Male,193800
High School,4,Suburban,HR Manager,27,Female,50160
High School,5,Rural,Data Analyst,21,Female,51000
High School,9,Rural,Software Engineer,27,Male,69020
High School,7,Rural,Marketing Executive,55,Male,32130
Bachelor's,5,Rural,Technician,24,Male,31875
Bachelor's,25,Urban,Technician,40,Male,67500
High School,13,Suburban,HR Manager,38,Female,68970
Master's,20,Rural,Clerk,47,Male,37400
PhD,14,Rural,HR Manager,57,Male,99343
Master's,11,Rural,Technician,35,Female,43477
Bachelor's,24,Suburban,Clerk,21,Male,41800
PhD,23,Urban,Data Scientist,45,Female,215000
PhD,27,Suburban,Marketing Executive,50,Female,97671
High School,10,Suburban,Software Engineer,21,Female,79800
High School,6,Urban,Clerk,60,Female,20800
Bachelor's,15,Suburban,Data Analyst,42,Female,99750
Bachelor's,11,Suburban,Software Engineer,59,Male,103075
High School,23,Rural,Technician,47,Male,43860
PhD,22,Suburban,Marketing Executive,27,Male,87281
PhD,9,Suburban,Director,42,Female,206625
Bachelor's,6,Suburban,Data Scientist,49,Male,98800
PhD,23,Rural,Software Engineer,35,Male,159906
Master's,25,Suburban,Customer Support,23,Male,58781
PhD,27,Suburban,HR Manager,26,Female,153484
High School,11,Suburban,Customer Support,41,Male,29450
Bachelor's,18,Rural,Director,32,Female,193800
PhD,26,Suburban,Director,52,Male,327750
Master's,15,Suburban,Technician,29,Male,54862
Bachelor's,28,Rural,Customer Support,57,Male,51000
Bachelor's,1,Urban,Customer Support,45,Male,26250
Bachelor's,12,Urban,Director,60,Male,192000
Bachelor's,26,Rural,Product Manager,48,Female,185725
Bachelor's,14,Rural,Marketing Executive,25,Female,50575
Master's,23,Rural,HR Manager,60,Male,110563
Bachelor's,24,Suburban,Director,51,Male,250800
PhD,0,Urban,Director,60,Male,150000
PhD,23,Urban,Product Manager,51,Female,255312
High School,15,Rural,Marketing Executive,41,Female,41650
High School,26,Suburban,HR Manager,48,Male,96139
Master's,30,Urban,Data Analyst,45,Female,165000
High School,1,Urban,Clerk,35,Female,16800
High School,28,Rural,Technician,51,Male,48960
PhD,24,Suburban,Technician,49,Male,78375
High School,22,Rural,Data Analyst,46,Female,85680
High School,16,Suburban,Data Scientist,39,Female,109440
PhD,5,Rural,Marketing Executive,38,Female,46484
Bachelor's,25,Urban,Technician,26,Female,67500
Bachelor's,15,Urban,Customer Support,49,Male,43750
Master's,30,Suburban,Clerk,57,Female,52250
Master's,28,Urban,Marketing Executive,38,Female,92400
Master's,14,Urban,Marketing Executive,57,Female,65450
Master's,14,Rural,Data Analyst,23,Female,95370
Bachelor's,27,Urban,Customer Support,42,Male,58750
Master's,3,Rural,HR Manager,22,Male,59138
Bachelor's,0,Urban,Marketing Executive,44,Female,35000
Bachelor's,12,Rural,Marketing Executive,37,Female,47600
Bachelor's,16,Rural,Product Manager,43,Female,145350
Bachelor's,10,Rural,Data Analyst,45,Female,76500
High School,29,Rural,HR Manager,29,Male,91630
Master's,21,Urban,Product Manager,56,Male,214225
Bachelor's,0,Suburban,Clerk,52,Male,19000
Bachelor's,24,Urban,Clerk,24,Female,44000
High School,11,Suburban,Clerk,55,Female,23560
PhD,23,Urban,Data Scientist,40,Male,215000
Master's,28,Suburban,Marketing Executive,28,Male,87780
High School,9,Rural,Software Engineer,49,Male,69020
High School,21,Urban,Marketing Executive,41,Female,57399
Master's,19,Rural,Product Manager,54,Female,173208
PhD,11,Suburban,HR Manager,31,Female,101234
High School,0,Urban,Director,37,Female,96000
Master's,11,Urban,HR Manager,29,Male,93775
High School,19,Suburban,Marketing Executive,60,Female,51870
Bachelor's,14,Urban,Data Analyst,52,Female,102000
High School,21,Rural,Product Manager,33,Male,132430
High School,9,Rural,Marketing Executive,42,Female,34510
PhD,3,Urban,Data Scientist,34,Female,114999
Bachelor's,30,Urban,Clerk,52,Male,50000
PhD,27,Rural,Product Manager,42,Female,237203
High School,10,Suburban,Product Manager,58,Male,108300
Master's,5,Urban,Software Engineer,45,Male,96250
Bachelor's,29,Rural,Clerk,36,Female,41650
Bachelor's,20,Urban,Product Manager,24,Male,190000
Master's,9,Rural,Software Engineer,51,Male,94902
High School,17,Suburban,Marketing Executive,38,Male,49210
Bachelor's,27,Rural,Marketing Executive,44,Female,69912
Master's,4,Suburban,Marketing Executive,38,Female,43890
Master's,14,Suburban,Marketing Executive,46,Female,62177
Master's,23,Suburban,Software Engineer,44,Female,157272
PhD,21,Rural,Data Scientist,50,Female,174249
PhD,18,Urban,Software Engineer,34,Female,166250
High School,20,Rural,Data Analyst,53,Female,81600
PhD,0,Rural,Data Analyst,41,Male,63750
High School,13,Suburban,Data Analyst,33,Male,75240
Bachelor's,16,Rural,Technician,48,Male,45900
High School,0,Rural,Data Scientist,56,Male,54400
Master's,25,Rural,Clerk,35,Female,42075
High School,15,Rural,Data Scientist,52,Male,95200
Master's,23,Suburban,Product Manager,24,Female,213441
Bachelor's,23,Rural,Director,22,Female,219300
Bachelor's,6,Urban,Product Manager,35,Male,123500
Bachelor's,27,Suburban,Director,43,Male,267900
High School,19,Urban,Data Analyst,41,Male,93600
Master's,3,Suburban,HR Manager,58,Male,66096
Bachelor's,15,Rural,Data Scientist,35,Female,119000
